Indicator;SeriesID;SeriesDescription;GeoAreaCode;GeoAreaName;TimePeriod;Total;Time_Detail;Source;FootNote;Nature;Units;Reporting Type;SeriesCode
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);496;Mongolia;2018;0,2;2018;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);496;Mongolia;2019;0,2;2019;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);496;Mongolia;2020;0,0;2020;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);499;Montenegro;2009;10,0;2009;National Office of Montenegro - MONSTAT;"Data for 2009 is experimental data obtained through the pilot project ""Developing Tourism Satellite Account - TSA"" implemented by Statistical Office of Montengro in cooperation with the other institutions in 2011. The experimental data is avaialble in: http://monstat.org/eng/page.php?id=501&pageid=46";C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);500;Montserrat;2008;2,3;2008;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);500;Montserrat;2009;2,0;2009;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);500;Montserrat;2010;2,1;2010;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);500;Montserrat;2011;1,9;2011;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);500;Montserrat;2012;2,04;2012;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);500;Montserrat;2013;2,0;2013;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);500;Montserrat;2014;2,3;2014;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);500;Montserrat;2015;2,3;2015;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);500;Montserrat;2016;1,8;2016;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);500;Montserrat;2017;2,2;2017;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);500;Montserrat;2018;2,2;2018;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);500;Montserrat;2019;1,8;2019;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);500;Montserrat;2020;0,9;2020;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);504;Morocco;2009;6,9;2009;Haut Commissariat au plan du Maroc, Ministry of tourism, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);504;Morocco;2010;7,1;2010;Haut Commissariat au plan du Maroc, Ministry of tourism, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);504;Morocco;2011;6,9;2011;Haut Commissariat au plan du Maroc, Ministry of tourism, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);504;Morocco;2012;6,9;2012;Haut Commissariat au plan du Maroc, Ministry of tourism, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);504;Morocco;2013;6,6;2013;Haut Commissariat au plan du Maroc, Ministry of tourism, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);504;Morocco;2014;6,7;2014;Haut Commissariat au plan du Maroc, Ministry of tourism, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);504;Morocco;2015;6,4;2015;Haut Commissariat au plan du Maroc, Ministry of tourism, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);504;Morocco;2016;6,6;2016;Haut Commissariat au plan du Maroc, Ministry of tourism, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);504;Morocco;2017;6,8;2017;Haut Commissariat au plan du Maroc, Ministry of tourism, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);504;Morocco;2018;6,9;2018;Haut Commissariat au plan du Maroc, Ministry of tourism, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);504;Morocco;2019;7,1;2019;Haut Commissariat au plan du Maroc, Ministry of tourism, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);508;Mozambique;2015;5,2;2015;National Institute of Statistics;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);508;Mozambique;2016;4,4;2016;National Institute of Statistics;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);508;Mozambique;2017;4,3;2017;National Institute of Statistics;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);508;Mozambique;2018;4,7;2018;National Institute of Statistics;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);508;Mozambique;2019;4,7;2019;National Institute of Statistics;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);508;Mozambique;2020;2,4;2020;National Institute of Statistics;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);516;Namibia;2009;2,7;2009;"Namibia Tourism Board Tourism Satelite Account 5th Edition (2015), pg 18
NSA National Accounts 2021, pg 25";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);516;Namibia;2010;2,6;2010;"Namibia Tourism Board Tourism Satelite Account 5th Edition (2015), pg 18
NSA National Accounts 2021, pg 25";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);516;Namibia;2011;2,9;2011;"Namibia Tourism Board Tourism Satelite Account 5th Edition (2015), pg 18
NSA National Accounts 2021, pg 25";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);516;Namibia;2012;2,9;2012;"Namibia Tourism Board Tourism Satelite Account 5th Edition (2015), pg 18
NSA National Accounts 2021, pg 25";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);516;Namibia;2013;3,0;2013;"Namibia Tourism Board Tourism Satelite Account 5th Edition (2015), pg 18
NSA National Accounts 2021, pg 25";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);516;Namibia;2014;3,0;2014;"Namibia Tourism Board Tourism Satelite Account 5th Edition (2015), pg 18
NSA National Accounts 2021, pg 25";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);516;Namibia;2015;3,3;2015;"Namibia Tourism Board Tourism Satelite Account 5th Edition (2015), pg 18
NSA National Accounts 2021, pg 25";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);516;Namibia;2016;3,0;2016;"Namibia Tourism Board Tourism Satelite Account 5th Edition (2015), pg 18
NSA National Accounts 2021, pg 25";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);516;Namibia;2017;2,9;2017;"Namibia Tourism Board Tourism Satelite Account 5th Edition (2015), pg 18
NSA National Accounts 2021, pg 25";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);516;Namibia;2018;1,9;2018;"Namibia Tourism Board Tourism Satelite Account 5th Edition (2015), pg 18
NSA National Accounts 2021, pg 25";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);516;Namibia;2019;2,0;2019;"Namibia Tourism Board Tourism Satelite Account 5th Edition (2015), pg 18
NSA National Accounts 2021, pg 25";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);516;Namibia;2020;5,6;2020;"Namibia Tourism Board Tourism Satelite Account 5th Edition (2015), pg 18
NSA National Accounts 2021, pg 25";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);516;Namibia;2021;2,0;2021;"Namibia Tourism Board Tourism Satelite Account 5th Edition (2015), pg 18
NSA National Accounts 2021, pg 25";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);524;Nepal;2010;1,6;2010;Central Bureau of Statistics,National Account;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);524;Nepal;2011;1,6;2011;Central Bureau of Statistics,National Account;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);524;Nepal;2012;1,8;2012;Central Bureau of Statistics,National Account;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);524;Nepal;2013;1,8;2013;Central Bureau of Statistics,National Account;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);524;Nepal;2014;1,9;2014;Central Bureau of Statistics,National Account;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);524;Nepal;2015;1,8;2015;Central Bureau of Statistics,National Account;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);524;Nepal;2016;1,8;2016;Central Bureau of Statistics,National Account;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);524;Nepal;2017;1,9;2017;Central Bureau of Statistics,National Account;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);524;Nepal;2018;2,0;2018;Central Bureau of Statistics,National Account;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);524;Nepal;2019;1,3;2019;Central Bureau of Statistics,National Account;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);524;Nepal;2020;1,4;2020;Central Bureau of Statistics,National Account;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);524;Nepal;2021;1,6;2021;Central Bureau of Statistics,National Account;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);528;Netherlands;2010;3,2;2010;Statistics Netherlands, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);528;Netherlands;2011;3,2;2011;Statistics Netherlands, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);528;Netherlands;2012;3,293998469;2012;Statistics Netherlands, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);528;Netherlands;2013;3,4;2013;Statistics Netherlands, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);528;Netherlands;2014;3,7;2014;Statistics Netherlands, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);528;Netherlands;2015;4,0;2015;Statistics Netherlands, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);528;Netherlands;2016;4,2;2016;Statistics Netherlands, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);528;Netherlands;2017;4,3;2017;Statistics Netherlands, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);528;Netherlands;2018;4,4;2018;Statistics Netherlands, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);528;Netherlands;2019;4,4;2019;Statistics Netherlands, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);528;Netherlands;2020;2,4;2020;Statistics Netherlands, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2008;5,7;2008;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2009;5,2;2009;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2010;5,2;2010;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2011;5,1;2011;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2012;5,1;2012;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2013;5,1;2013;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2014;5,0;2014;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2015;5,6;2015;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2016;6,2;2016;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2017;5,8;2017;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2018;5,8;2018;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2019;5,6;2019;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2020;5,5;2020;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);554;New Zealand;2021;2,9;2021;Stats NZ, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);566;Nigeria;2010;4,38;2010;National Bureau of Statistics - National Accounts;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);566;Nigeria;2011;4,4;2011;National Bureau of Statistics - National Accounts;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);566;Nigeria;2012;4,5;2012;National Bureau of Statistics - National Accounts;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);566;Nigeria;2013;5,0;2013;National Bureau of Statistics - National Accounts;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);566;Nigeria;2014;5,2;2014;National Bureau of Statistics - National Accounts;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);566;Nigeria;2015;5,6;2015;National Bureau of Statistics - National Accounts;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);566;Nigeria;2016;5,7;2016;National Bureau of Statistics - National Accounts;;C;PERCENT;G;ST_GDP_ZS
